Methods Information:
23.04.2024 13:22:19
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     1.00
--------------------------------------------------
--------------------------------------------------
23.04.2024 13:33:58
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     0.50
--------------------------------------------------
--------------------------------------------------
23.04.2024 13:49:22
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     0.50
--------------------------------------------------
--------------------------------------------------
23.04.2024 13:59:55
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     0.50
--------------------------------------------------
--------------------------------------------------
23.04.2024 14:06:49
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     1.00
--------------------------------------------------
--------------------------------------------------
Time [min.]:	UV [A.U.]:	Conductivity [mS/cm]:	Events:		
31.450	0.0080	1.85			
31.467	0.0086	1.83			
31.483	0.0073	1.78			
31.500	0.0074	1.75			
31.517	0.0075	1.72			
31.533	0.0066	1.69			
31.550	0.0073	1.64			
31.567	0.0064	1.63			
31.583	0.0069	1.58			
31.600	0.0075	1.55			
31.617	0.0067	1.48			
31.633	0.0073	1.47			
31.650	0.0062	1.45			
31.667	0.0055	1.44			
31.683	0.0059	1.39			
31.700	0.0052	1.37			
31.717	0.0059	1.34			
31.733	0.0054	1.30			
31.750	0.0056	1.26			
31.767	0.0067	1.25			
31.783	0.0062	1.22			
31.800	0.0062	1.18			
31.817	0.0052	1.15			
31.833	0.0045	1.12			
31.850	0.0060	1.11			
31.867	0.0059	1.07			
31.883	0.0061	1.04			
31.900	0.0060	1.01			
31.917	0.0046	0.98			
31.933	0.0057	0.95			
31.950	0.0054	0.92			
31.967	0.0051	0.90			
31.983	0.0054	0.88			
32.000	0.0045	0.87			
32.017	0.0050	0.84			
32.033	0.0046	0.82			
32.050	0.0047	0.81			
32.067	0.0054	0.79			
32.083	0.0044	0.76			
32.100	0.0054	0.74			
32.117	0.0047	0.73			
32.133	0.0039	0.71			
32.150	0.0041	0.71			
32.167	0.0033	0.66			
32.183	0.0039	0.65			
32.200	0.0037	0.65			
32.217	0.0039	0.63			
32.233	0.0045	0.62			
32.250	0.0038	0.60			
32.267	0.0042	0.58			
32.283	0.0040	0.57			
32.300	0.0034	0.55			
32.317	0.0038	0.55			
32.333	0.0029	0.54			
32.350	0.0035	0.52			
32.367	0.0038	0.50			
32.383	0.0037	0.47			
32.400	0.0043	0.47			
32.417	0.0037	0.44			
32.433	0.0037	0.43			
32.450	0.0039	0.41			
32.467	0.0035	0.41			
32.483	0.0038	0.39			
32.500	0.0035	0.39			
32.517	0.0036	0.38			
32.533	0.0040	0.36			
32.550	0.0034	0.36			
32.567	0.0039	0.35			
32.583	0.0033	0.33			
32.600	0.0033	0.32			
32.617	0.0035	0.30			
32.633	0.0029	0.28			
32.650	0.0035	0.27			
32.667	0.0029	0.27			
32.683	0.0029	0.25			
32.700	0.0031	0.24			
32.717	0.0024	0.24			
32.733	0.0031	0.22			
32.750	0.0024	0.22			
32.767	0.0025	0.20			
32.783	0.0028	0.19			
32.800	0.0021	0.19			
32.817	0.0025	0.17			
32.833	0.0020	0.16			
32.850	0.0019	0.16			
32.867	0.0021	0.14			
32.883	0.0017	0.13			
32.900	0.0022	0.13			
32.917	0.0020	0.11			
32.933	0.0019	0.11			
32.950	0.0023	0.09			
32.967	0.0018	0.08			
32.983	0.0020	0.08			
33.000	0.0018	0.06			
33.017	0.0016	0.05			
33.033	0.0018	0.05			
33.050	0.0015	0.03			
33.067	0.0017	0.03			
33.083	0.0017	0.02			
33.100	0.0014	0.02			
33.117	0.0018	0.00			
33.133	0.0015	0.00			
33.150	0.0015	0.00			
33.167	0.0015	0.00			
33.183	0.0013	0.00			
33.200	0.0016	0.00			
33.217	0.0014	0.00			
33.233	0.0013	0.00			
33.250	0.0015	0.00			
33.267	0.0011	0.00			
33.283	0.0014	0.00			
33.300	0.0013	0.00			
33.317	0.0013	0.00			
33.333	0.0014	0.00			
33.350	0.0011	0.00			
33.367	0.0012	0.00			
33.383	0.0010	0.00			
33.400	0.0010	0.00			
33.417	0.0013	0.00			
33.433	0.0011	0.00			
33.450	0.0011	0.00			
33.467	0.0010	0.00			
33.483	0.0009	0.00			
33.500	0.0009	0.00			
33.517	0.0009	0.00			
33.533	0.0009	0.00			
33.550	0.0007	0.00			
33.567	0.0007	0.00			
33.583	0.0009	0.00			
33.600	0.0008	0.00			
33.617	0.0009	0.00			
33.633	0.0008	0.00			
33.650	0.0007	0.00			
33.667	0.0006	0.00			
33.683	0.0006	0.00			
33.700	0.0006	0.00			
33.717	0.0006	0.00			
33.733	0.0006	0.00			
33.750	0.0005	0.00			
33.767	0.0005	0.00			
33.783	0.0003	0.00			
33.800	0.0003	0.00			
33.817	0.0002	0.00			
33.833	0.0002	0.00			
33.850	0.0002	0.00			
33.867	0.0001	0.00			
33.883	0.0002	0.00			
33.900	0.0001	0.00			
33.917	0.0001	0.00			
33.933	0.0000	0.00			
33.950	0.0000	0.00			
33.967	0.0000	0.00			
33.983	-0.0003	0.00			
34.000	-0.0002	0.00			
34.017	-0.0004	0.00			
34.033	-0.0004	0.00			
34.050	-0.0003	0.00			
34.067	-0.0004	0.00			
34.083	-0.0003	0.00			
34.100	-0.0004	0.00			
34.117	-0.0005	0.00			
34.133	-0.0003	0.00			
34.150	-0.0006	0.00			
34.167	-0.0002	0.00			
34.183	-0.0006	0.00			
34.200	-0.0006	0.00			
34.217	-0.0003	0.00			
34.233	-0.0006	0.00			
34.250	0.0000	0.00			
34.267	-0.0005	0.00			
34.283	-0.0002	0.00			
34.300	0.0000	0.00			
34.317	-0.0007	0.00			
34.333	0.0001	0.00			
34.350	-0.0005	0.00			
34.367	-0.0002	0.00			
34.383	0.0000	0.00			
34.400	-0.0005	0.00			
34.417	0.0006	0.00			
34.433	-0.0004	0.00			
34.450	0.0002	0.00			
34.467	0.0002	0.00			
34.483	-0.0004	0.00			
34.500	0.0008	0.00			
34.517	-0.0003	0.00			
34.533	0.0004	0.00			
34.550	0.0002	0.00			
34.567	-0.0003	0.00			
34.583	0.0008	0.00			
34.600	-0.0001	0.00			
34.617	0.0007	0.00			
34.633	0.0005	0.00			
34.650	0.0000	0.00			
34.667	0.0006	0.00			
34.683	-0.0003	0.00			
34.700	0.0001	0.00			
34.717	-0.0001	0.00			
34.733	-0.0003	0.00			
34.750	0.0002	0.00			
34.767	-0.0005	0.00			
34.783	0.0001	0.00			
34.800	-0.0003	0.00			
34.817	-0.0006	0.00			
34.833	-0.0002	0.00			
34.850	-0.0008	0.00			
34.867	-0.0004	0.00			
34.883	-0.0007	0.00			
34.900	-0.0008	0.00			
34.917	-0.0005	0.00			
34.933	-0.0009	0.00			
34.950	-0.0005	0.00			
34.967	-0.0008	0.00			
34.983	-0.0008	0.00			
35.000	-0.0005	0.00			
35.017	-0.0009	0.00			
35.033	-0.0007	0.00			
35.050	-0.0006	0.00			
35.067	-0.0008	0.00			
35.083	-0.0012	0.00			
35.100	-0.0016	0.00			
35.117	-0.0017	0.00			
35.133	-0.0017	0.00			
35.150	-0.0016	0.00			
35.167	-0.0016	0.00			
35.183	-0.0016	0.00			
35.200	-0.0017	0.00			
35.217	-0.0017	0.00			
35.233	-0.0017	0.00			
35.250	-0.0017	0.00			
35.267	-0.0017	0.00			
35.283	-0.0017	0.00			
35.300	-0.0016	0.00			
35.317	-0.0014	0.00			
35.333	-0.0014	0.00			
35.350	-0.0014	0.00			
35.367	-0.0014	0.00			
35.383	-0.0013	0.00			
35.400	-0.0012	0.00			
35.417	-0.0011	0.00			
35.433	-0.0011	0.00			
35.450	-0.0011	0.00			
35.467	-0.0011	0.00			
35.483	-0.0010	0.00			
35.500	-0.0010	0.00			
35.517	-0.0009	0.00			
35.533	-0.0007	0.00			
35.550	-0.0006	0.00			
35.567	-0.0005	0.00			
35.583	-0.0005	0.00			
35.600	-0.0004	0.00			
35.617	-0.0003	0.00			
35.633	-0.0004	0.00			
35.650	-0.0005	0.00			
35.667	-0.0006	0.00			
35.683	-0.0007	0.00			
35.700	-0.0008	0.00			
35.717	-0.0008	0.00			
35.733	-0.0009	0.00			
35.750	-0.0011	0.00			
35.767	-0.0012	0.00			
35.783	-0.0011	0.00			
35.800	-0.0011	0.00			
35.817	-0.0012	0.00			
35.833	-0.0013	0.00			
35.850	-0.0014	0.00			
35.867	-0.0013	0.00			
35.883	-0.0014	0.00			
35.900	-0.0015	0.00			
35.917	-0.0015	0.00			
35.933	-0.0014	0.00			
35.950	-0.0015	0.00			
35.967	-0.0015	0.00			
35.983	-0.0015	0.00			
36.000	-0.0015	0.00			
36.017	-0.0014	0.00			
36.033	-0.0014	0.00			
36.050	-0.0015	0.00			
36.067	-0.0015	0.00			
36.083	-0.0015	0.00			
36.100	-0.0015	0.00			
36.117	-0.0015	0.00			
36.133	-0.0014	0.00			
36.150	-0.0014	0.00			
36.167	-0.0015	0.00			
36.183	-0.0015	0.00			
36.200	-0.0015	0.00			
36.217	-0.0015	0.00			
36.233	-0.0016	0.00			
36.250	-0.0016	0.00			
36.267	-0.0015	0.00			
36.283	-0.0015	0.00			
36.300	-0.0016	0.00			
36.317	-0.0015	0.00			
36.333	-0.0014	0.00			
36.350	-0.0014	0.00			
36.367	-0.0013	0.00			
36.383	-0.0012	0.00			
36.400	-0.0011	0.00			
36.417	-0.0008	0.00			
36.433	-0.0007	0.00			
36.450	-0.0005	0.00			
36.467	-0.0004	0.00			
36.483	-0.0002	0.00			
36.500	0.0000	0.00			
36.517	0.0001	0.00			
36.533	0.0003	0.00			
36.550	0.0005	0.00			
36.567	0.0006	0.00			
36.583	0.0007	0.00			
36.600	0.0008	0.00			
36.617	0.0010	0.00			
36.633	0.0010	0.00			
36.650	0.0009	0.00			
36.667	0.0008	0.00			
36.683	0.0007	0.00			
36.700	0.0007	0.00			
36.717	0.0007	0.00			
36.733	0.0007	0.00			
36.750	0.0007	0.00			
36.767	0.0006	0.00			
36.783	0.0006	0.00			
36.800	0.0006	0.00			
36.817	0.0006	0.00			
36.833	0.0006	0.00			
36.850	0.0006	0.00			
36.867	0.0003	0.00			
36.883	0.0001	0.00			
36.900	0.0002	0.00			
36.917	0.0005	0.00			
36.933	0.0008	0.00			
36.950	0.0011	0.00			
36.967	0.0012	0.00			
36.983	0.0010	0.00			
37.000	0.0009	0.00			
37.017	0.0008	0.00			
37.033	0.0009	0.00			
37.050	0.0010	0.00			
37.067	0.0011	0.00			
37.083	0.0010	0.00			
37.100	0.0010	0.00			
37.117	0.0010	0.00			
37.133	0.0012	0.00			
37.150	0.0014	0.00			
37.167	0.0019	0.00			
37.183	0.0025	0.00			
37.200	0.0034	0.00			
37.217	0.0042	0.00			
37.233	0.0049	0.00			
37.250	0.0055	0.00			
37.267	0.0059	0.00			
37.283	0.0065	0.00			
37.300	0.0069	0.00			
37.317	0.0073	0.00			
37.333	0.0075	0.00			
37.350	0.0077	0.00			
37.367	0.0078	0.00			
37.383	0.0080	0.05			
37.400	0.0081	0.22			
37.417	0.0084	0.44			
37.433	0.0085	0.69			
37.450	0.0085	1.16			
37.467	0.0086	1.78			
37.483	0.0086	2.55			
37.500	0.0086	3.80			
37.517	0.0085	5.33			
37.533	0.0085	7.13			
37.550	0.0084	9.99			
37.567	0.0084	12.95			
37.583	0.0084	16.17			
37.600	0.0083	20.47			
37.617	0.0082	24.87			
37.633	0.0081	29.13			
37.650	0.0080	34.41			
37.667	0.0079	39.16			
37.683	0.0079	43.35			
37.700	0.0077	48.71			
37.717	0.0075	53.36			
37.733	0.0074	56.91			
37.750	0.0074	60.83			
37.767	0.0071	64.68			
37.783	0.0069	67.99			
37.800	0.0067	72.18			
37.817	0.0066	75.11			
37.833	0.0065	76.78			
37.850	0.0063	80.14			
37.867	0.0063	83.13			
37.883	0.0061	86.41			
37.900	0.0058	90.63			
37.917	0.0057	91.29			
37.933	0.0055	91.41			
37.950	0.0054	95.85			
37.967	0.0053	96.12			
37.983	0.0052	96.71			
38.000	0.0050	103.82			
38.017	0.0049	105.12			
38.033	0.0048	103.95			
38.050	0.0047	106.59			
38.067	0.0045	110.52			
38.083	0.0044	113.69			
38.100	0.0042	115.69			
38.117	0.0042	114.66			
38.133	0.0040	116.80			
38.150	0.0039	119.74			
38.167	0.0039	121.41			
38.183	0.0038	120.47			
38.200	0.0037	122.73			
38.217	0.0035	125.02			
38.233	0.0034	127.26			
38.250	0.0035	128.62			
38.267	0.0034	131.65			
38.283	0.0032	134.67			
38.300	0.0031	136.64			
38.317	0.0030	137.58			
38.333	0.0029	137.48			
38.350	0.0028	136.03			
38.367	0.0027	136.73			
38.383	0.0026	138.64			
38.400	0.0025	140.67			
38.417	0.0025	140.88			
38.433	0.0025	141.10			
38.450	0.0024	141.47			
38.467	0.0023	142.53			
38.483	0.0021	144.97			
38.500	0.0021	146.46			
38.517	0.0020	146.79			
38.533	0.0020	146.85			
38.550	0.0019	146.63			
38.567	0.0018	148.07			
38.583	0.0018	149.29			
38.600	0.0017	149.72			
38.617	0.0016	150.44			
38.633	0.0015	150.83			
38.650	0.0015	151.99			
38.667	0.0014	153.23			
38.683	0.0014	154.37			
38.700	0.0014	154.46			
38.717	0.0013	154.49			
38.733	0.0013	155.54			
38.750	0.0012	156.12			
38.767	0.0012	155.57			
38.783	0.0011	155.99			
38.800	0.0011	157.12			
38.817	0.0010	157.35			
38.833	0.0008	157.15			
38.850	0.0007	158.17			
38.867	0.0007	157.84			
38.883	0.0007	158.67			
38.900	0.0006	159.06			
38.917	0.0005	159.59			
38.933	0.0004	160.17			
38.950	0.0005	160.93			
38.967	0.0004	161.58			
38.983	0.0005	162.04			
39.000	0.0005	162.47			
39.017	0.0004	162.89			
39.033	0.0004	163.22			
39.050	0.0003	163.00			
39.067	0.0002	163.73			
39.083	0.0003	164.19			
39.100	0.0002	165.22			
39.117	0.0002	165.61			
39.133	0.0002	165.94			
39.150	0.0001	166.23			
39.167	0.0001	166.52			
39.183	0.0000	166.84			
39.200	-0.0001	167.20			
39.217	-0.0001	167.45			
39.233	-0.0002	167.66			
39.250	-0.0003	167.86			
39.267	-0.0003	168.03			
39.283	-0.0003	168.17			
39.300	-0.0003	168.31			
39.317	-0.0004	168.38			
39.333	-0.0004	168.45			
39.350	-0.0003	168.66			
39.367	-0.0004	168.88			
39.383	-0.0004	169.05			
39.400	-0.0005	169.25			
39.417	-0.0005	169.44			
39.433	-0.0005	169.02			
39.450	-0.0005	168.99			
39.467	-0.0006	168.89			
39.483	-0.0006	168.89			
39.500	-0.0005	170.21			
39.517	-0.0005	170.96			
39.533	-0.0006	171.07			
39.550	-0.0007	171.30			
39.567	-0.0007	171.50			
39.583	-0.0008	171.67			
39.600	-0.0008	171.89			
39.617	-0.0007	172.08			
39.633	-0.0007	172.22			
39.650	-0.0008	172.30			
39.667	-0.0009	172.25			
39.683	-0.0009	172.14			
39.700	-0.0010	171.99			
39.717	-0.0010	172.21			
39.733	-0.0010	172.57			
39.750	-0.0010	172.69			
39.767	-0.0010	173.41			
39.783	-0.0010	173.49			
39.800	-0.0010	174.05			
39.817	-0.0009	174.24			
39.833	-0.0010	174.36			
39.850	-0.0011	174.47			
39.867	-0.0011	174.32			
39.883	-0.0010	174.72			
39.900	-0.0010	174.57			
39.917	-0.0010	174.97			
39.933	-0.0011	174.75			
39.950	-0.0011	175.19			
39.967	-0.0011	175.00			
39.983	-0.0011	175.08			
40.000	-0.0011	175.17			
40.017	-0.0011	175.25			
40.033	-0.0012	175.35			
